RECTYPE,ALPHAIND,LEA,ESTAB,URN,IMD,HLE,SCHNAME,ADDRESS1,ADDRESS2,ADDRESS3,TOWN,PCODE,TELNUM,URN_AC,SCHNAME_AC,OPEN_AC,NFTYPE,ICLOSE,RELDENOM,AGERANGE,CONFEXAM,TAB15,TAB1618,TOTPUPS,TPUPYEAR,TELIG,BELIG,GELIG,PBELIG,PGELIG,TKS1AVERAGE,TKS1GROUP_L,PTKS1GROUP_L,TKS1GROUP_M,PTKS1GROUP_M,TKS1GROUP_H,PTKS1GROUP_H,TKS1GROUP_NA,PTKS1GROUP_NA,TFSM6CLA1A,PTFSM6CLA1A,TNotFSM6CLA1A,PTNotFSM6CLA1A,TEALGRP2,PTEALGRP2,TMOBN,PTMOBN,TSENELSE,PSENELSE,PTRWM_EXP,PTRWM_HIGH,READPROG,READPROG_LOWER,READPROG_UPPER,READCOV,WRITPROG,WRITPROG_LOWER,WRITPROG_UPPER,WRITCOV,MATPROG,MATPROG_LOWER,MATPROG_UPPER,MATCOV,PTREAD_EXP,PTREAD_HIGH,PTREAD_AT,READ_AVERAGE,PTGPS_EXP,PTGPS_HIGH,PTGPS_AT,GPS_AVERAGE,PTMAT_EXP,PTMAT_HIGH,PTMAT_AT,MAT_AVERAGE,PTWRITTA_EXP,PTWRITTA_HIGH,PTWRITTA_WTS,PTWRITTA_AD,PTSCITA_EXP,PTSCITA_AD,PTREADTA_EXP,PTREADTA_AD,PTMATTA_EXP,PTMATTA_AD,PTRWM_EXP_B,PTRWM_EXP_G,PTRWM_EXP_L,PTRWM_EXP_M,PTRWM_EXP_H,PTRWM_EXP_FSM6CLA1A,PTRWM_EXP_NotFSM6CLA1A,DIFFN_RWM_EXP,PTRWM_EXP_EAL,PTRWM_EXP_MOBN,PTRWM_HIGH_B,PTRWM_HIGH_G,PTRWM_HIGH_L,PTRWM_HIGH_M,PTRWM_HIGH_H,PTRWM_HIGH_FSM6CLA1A,PTRWM_HIGH_NotFSM6CLA1A,DIFFN_RWM_HIGH,PTRWM_HIGH_EAL,PTRWM_HIGH_MOBN,READPROG_B,READPROG_B_LOWER,READPROG_B_UPPER,READPROG_G,READPROG_G_LOWER,READPROG_G_UPPER,READPROG_L,READPROG_L_LOWER,READPROG_L_UPPER,READPROG_M,READPROG_M_LOWER,READPROG_M_UPPER,READPROG_H,READPROG_H_LOWER,READPROG_H_UPPER,READPROG_FSM6CLA1A,READPROG_FSM6CLA1A_LOWER,READPROG_FSM6CLA1A_UPPER,READPROG_NotFSM6CLA1A,READPROG_NotFSM6CLA1A_LOWER,READPROG_NotFSM6CLA1A_UPPER,DIFFN_READPROG,READPROG_EAL,READPROG_EAL_LOWER,READPROG_EAL_UPPER,READPROG_MOBN,READPROG_MOBN_LOWER,READPROG_MOBN_UPPER,WRITPROG_B,WRITPROG_B_LOWER,WRITPROG_B_UPPER,WRITPROG_G,WRITPROG_G_LOWER,WRITPROG_G_UPPER,WRITPROG_L,WRITPROG_L_LOWER,WRITPROG_L_UPPER,WRITPROG_M,WRITPROG_M_LOWER,WRITPROG_M_UPPER,WRITPROG_H,WRITPROG_H_LOWER,WRITPROG_H_UPPER,WRITPROG_FSM6CLA1A,WRITPROG_FSM6CLA1A_LOWER,WRITPROG_FSM6CLA1A_UPPER,WRITPROG_NotFSM6CLA1A,WRITPROG_NotFSM6CLA1A_LOWER,WRITPROG_NotFSM6CLA1A_UPPER,DIFFN_WRITPROG,WRITPROG_EAL,WRITPROG_EAL_LOWER,WRITPROG_EAL_UPPER,WRITPROG_MOBN,WRITPROG_MOBN_LOWER,WRITPROG_MOBN_UPPER,MATPROG_B,MATPROG_B_LOWER,MATPROG_B_UPPER,MATPROG_G,MATPROG_G_LOWER,MATPROG_G_UPPER,MATPROG_L,MATPROG_L_LOWER,MATPROG_L_UPPER,MATPROG_M,MATPROG_M_LOWER,MATPROG_M_UPPER,MATPROG_H,MATPROG_H_LOWER,MATPROG_H_UPPER,MATPROG_FSM6CLA1A,MATPROG_FSM6CLA1A_LOWER,MATPROG_FSM6CLA1A_UPPER,MATPROG_NotFSM6CLA1A,MATPROG_NotFSM6CLA1A_LOWER,MATPROG_NotFSM6CLA1A_UPPER,DIFFN_MATPROG,MATPROG_EAL,MATPROG_EAL_LOWER,MATPROG_EAL_UPPER,MATPROG_MOBN,MATPROG_MOBN_LOWER,MATPROG_MOBN_UPPER,READ_AVERAGE_L,READ_AVERAGE_M,READ_AVERAGE_H,READ_AVERAGE_FSM6CLA1A,READ_AVERAGE_NotFSM6CLA1A,MAT_AVERAGE_L,MAT_AVERAGE_M,MAT_AVERAGE_H,MAT_AVERAGE_FSM6CLA1A,MAT_AVERAGE_NotFSM6CLA1A,GPS_AVERAGE_L,GPS_AVERAGE_M,GPS_AVERAGE_H,GPS_AVERAGE_FSM6CLA1A,GPS_AVERAGE_NotFSM6CLA1A,PTREAD_EXP_L,PTREAD_EXP_M,PTREAD_EXP_H,PTREAD_EXP_FSM6CLA1A,PTREAD_EXP_NotFSM6CLA1A,PTGPS_EXP_L,PTGPS_EXP_M,PTGPS_EXP_H,PTGPS_EXP_FSM6CLA1A,PTGPS_EXP_NotFSM6CLA1A,PTMAT_EXP_L,PTMAT_EXP_M,PTMAT_EXP_H,PTMAT_EXP_FSM6CLA1A,PTMAT_EXP_NotFSM6CLA1A,PTWRITTA_EXP_L,PTWRITTA_EXP_M,PTWRITTA_EXP_H,PTWRITTA_EXP_FSM6CLA1A,PTWRITTA_EXP_NotFSM6CLA1A,PTREAD_HIGH_L,PTREAD_HIGH_M,PTREAD_HIGH_H,PTREAD_HIGH_FSM6CLA1A,PTREAD_HIGH_NotFSM6CLA1A,PTGPS_HIGH_L,PTGPS_HIGH_M,PTGPS_HIGH_H,PTGPS_HIGH_FSM6CLA1A,PTGPS_HIGH_NotFSM6CLA1A,PTMAT_HIGH_L,PTMAT_HIGH_M,PTMAT_HIGH_H,PTMAT_HIGH_FSM6CLA1A,PTMAT_HIGH_NotFSM6CLA1A,PTWRITTA_HIGH_L,PTWRITTA_HIGH_M,PTWRITTA_HIGH_H,PTWRITTA_HIGH_FSM6CLA1A,PTWRITTA_HIGH_NotFSM6CLA1A,TEALGRP1,PTEALGRP1,TEALGRP3,PTEALGRP3,TSENELAPK,PSENELSAPK,TSENELE,PSENELE,TSENELK,PSENELK,TSENELST,PSENELST,TSENELSAP,PSENELSAP,SENELN,PSENELN
1,42198,811,2789,117892,2,4,Rawcliffe Primary School,Ridding Lane,,,Rawcliffe,DN14 8RG,0140 5839282,0,,,CY,0,Does not apply,04-Nov,R,0,0,115,19,19,9,10,47%,53%,17.2,1,5%,9,47%,9,47%,0,0%,2,11%,17,89%,0,0%,19,100%,0,0%,37%,0%,-5.2,-8,-2.4,100%,-2.9,-5.7,-0.1,100%,-6.4,-8.8,-4,100%,47%,16%,0%,100,47%,11%,0%,100,47%,11%,0%,98,74%,5%,26%,0%,100%,0%,79%,0%,79%,0%,33%,40%,SUPP,11%,67%,SUPP,SUPP,SUPP,,37%,0%,0%,SUPP,0%,0%,SUPP,SUPP,SUPP,,0%,-6.1,-10.2,-2,-4.4,-8.3,-0.5,SUPP,SUPP,SUPP,-6.4,-10.5,-2.3,-3.1,-7.2,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-5.2,-8,-2.4,-4.2,-8.3,-0.1,-1.8,-5.7,2.1,SUPP,SUPP,SUPP,-1.4,-5.5,2.7,-4.6,-8.7,-0.5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-2.9,-5.7,-0.1,-4.4,-7.9,-0.9,-8.2,-11.5,-4.9,SUPP,SUPP,SUPP,-6.8,-10.3,-3.3,-5.7,-9.2,-2.2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-6.4,-8.8,-4,SUPP,94,107,SUPP,SUPP,SUPP,95,104,SUPP,SUPP,SUPP,96,106,SUPP,SUPP,SUPP,11%,89%,SUPP,SUPP,SUPP,11%,89%,SUPP,SUPP,SUPP,22%,78%,SUPP,SUPP,SUPP,67%,89%,SUPP,SUPP,SUPP,0%,33%,SUPP,SUPP,SUPP,0%,22%,SUPP,SUPP,SUPP,0%,22%,SUPP,SUPP,SUPP,0%,11%,SUPP,SUPP,19,100%,0,0%,3,16%,0,0%,3,16%,0,0%,0,0%,0,0%
1,42196,811,2790,117893,5,5,Rawcliffe Bridge Primary School,Bridge Lane,Rawcliffe Bridge,,Goole,DN14 8NH,0140 5839249,0,,,CY,0,Does not apply,03-Nov,,0,0,55,8,8,4,4,50%,50%,16.1,0,0%,6,86%,1,14%,1,13%,2,25%,6,75%,0,0%,8,100%,0,0%,38%,0%,-1.8,-6.8,3.2,75%,-0.9,-5.6,3.8,88%,-4.3,-8.6,0,75%,63%,13%,13%,102,63%,13%,13%,103,38%,0%,13%,99,75%,13%,25%,0%,75%,0%,75%,0%,75%,0%,SUPP,SUPP,,17%,SUPP,SUPP,SUPP,SUPP,,38%,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-1.8,-6.8,3.2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-2.2,-7.2,2.8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-0.9,-5.6,3.8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-4.3,-8.6,0,,100,SUPP,SUPP,SUPP,,98,SUPP,SUPP,SUPP,,102,SUPP,SUPP,SUPP,,50%,SUPP,SUPP,SUPP,,50%,SUPP,SUPP,SUPP,,17%,SUPP,SUPP,SUPP,,67%,SUPP,SUPP,SUPP,,17%,SUPP,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,8,100%,0,0%,3,38%,0,0%,3,38%,0,0%,0,0%,0,0%
1,53696,811,2796,117894,4,5,Snaith Primary School,Bourn Mill Balk Road,,Snaith,Goole,DN14 9RE,0140 5860452,0,,,CY,0,Does not apply,03-Nov,,0,0,350,47,47,21,26,45%,55%,15.5,5,11%,31,70%,8,18%,3,6%,6,13%,41,87%,1,2%,45,96%,2,4%,51%,6%,2.8,0.9,4.7,91%,3.7,1.8,5.6,94%,0.5,-1.1,2.1,94%,77%,26%,2%,105,74%,23%,0%,104,62%,11%,0%,102,83%,30%,15%,0%,89%,0%,85%,0%,83%,0%,57%,46%,SUPP,52%,100%,50%,51%,-10,SUPP,51%,5%,8%,SUPP,0%,38%,0%,7%,-7,SUPP,7%,1.1,-1.7,3.9,4.1,1.6,6.6,SUPP,SUPP,SUPP,2.9,0.7,5.1,1.8,-2.5,6.1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,3.3,1.4,5.2,2.1,-0.7,4.9,5.1,2.6,7.6,SUPP,SUPP,SUPP,3.7,1.5,5.9,3.8,-0.6,8.2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,3.9,2,5.8,1.4,-0.9,3.7,-0.3,-2.4,1.8,SUPP,SUPP,SUPP,0.5,-1.4,2.4,-0.6,-4.3,3.1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,0.7,-0.9,2.3,SUPP,105,111,100,106,SUPP,103,108,101,102,SUPP,105,112,102,104,SUPP,87%,100%,67%,78%,SUPP,87%,100%,67%,76%,SUPP,68%,100%,83%,59%,SUPP,94%,100%,67%,85%,SUPP,26%,50%,17%,27%,SUPP,19%,63%,17%,24%,SUPP,6%,38%,0%,12%,SUPP,26%,75%,17%,32%,46,98%,0,0%,4,9%,0,0%,4,9%,2,4%,0,0%,0,0%
1,35686,811,2879,117909,8,9,New Pasture Lane Primary School,Burstall Hill,,,Bridlington,YO16 7NR,0126 2601684,0,,,CY,0,Does not apply,03-Nov,R,0,0,239,25,24,11,13,46%,54%,16.2,2,8%,12,50%,10,42%,0,0%,15,63%,9,38%,1,4%,23,96%,0,0%,33%,0%,-5.9,-8.5,-3.3,96%,2.4,-0.1,4.9,100%,-0.3,-2.4,1.8,100%,38%,4%,0%,97,54%,0%,0%,100,83%,8%,0%,103,83%,29%,17%,0%,96%,0%,88%,0%,100%,0%,27%,38%,SUPP,33%,40%,40%,22%,-20,SUPP,35%,0%,0%,SUPP,0%,0%,0%,0%,-7,SUPP,0%,-6,-9.9,-2.1,-5.8,-9.2,-2.4,SUPP,SUPP,SUPP,-5.8,-9.4,-2.2,-6.9,-10.8,-3,-6.9,-10.2,-3.6,-4.3,-8.4,-0.2,-7.2,SUPP,SUPP,SUPP,-6.3,-8.9,-3.7,-0.3,-4,3.4,4.6,1.2,8,SUPP,SUPP,SUPP,2.5,-1.1,6.1,1.5,-2.4,5.4,1.5,-1.7,4.7,3.7,-0.4,7.8,1.4,SUPP,SUPP,SUPP,1.9,-0.7,4.5,1.9,-1.3,5.1,-2.1,-5,0.8,SUPP,SUPP,SUPP,0.5,-2.5,3.5,-2.8,-6.1,0.5,-1.1,-3.8,1.6,1,-2.5,4.5,-1.3,SUPP,SUPP,SUPP,-0.7,-2.9,1.5,SUPP,95,101,98,97,SUPP,102,105,103,103,SUPP,99,101,100,99,SUPP,33%,50%,40%,33%,SUPP,50%,70%,60%,44%,SUPP,75%,90%,87%,78%,SUPP,75%,100%,87%,78%,SUPP,0%,10%,7%,0%,SUPP,0%,0%,0%,0%,SUPP,8%,10%,7%,11%,SUPP,25%,40%,27%,33%,23,96%,0,0%,3,13%,0,0%,3,13%,0,0%,0,0%,0,0%
1,26532,811,2881,117911,7,7,Inmans Primary School,Inmans Road,Hedon,,Hull,HU12 8NL,0148 2899485,0,,,CY,0,Does not apply,04-Nov,,0,0,412,56,56,36,20,64%,36%,15.4,10,18%,30,55%,15,27%,1,2%,14,25%,42,75%,0,0%,53,95%,1,2%,39%,0%,-3.1,-4.8,-1.4,98%,-1,-2.7,0.7,98%,-2.4,-3.8,-1,98%,48%,13%,0%,99,63%,4%,0%,101,54%,5%,0%,100,63%,9%,38%,0%,68%,0%,77%,0%,68%,0%,33%,50%,0%,27%,93%,14%,48%,-46,,42%,0%,0%,0%,0%,0%,0%,0%,-7,,0%,-4.2,-6.3,-2.1,-1.3,-4.1,1.5,-5.2,-9.1,-1.3,-3.9,-6.1,-1.7,-0.3,-3.5,2.9,-4.3,-7.6,-1,-2.8,-4.7,-0.9,-4.6,NA,NA,NA,-3.1,-4.8,-1.4,-1.8,-3.9,0.3,0.5,-2.3,3.3,0.3,-3.6,4.2,-1.8,-4.1,0.5,-0.1,-3.3,3.1,-0.7,-4,2.6,-1.1,-3,0.8,-0.8,NA,NA,NA,-1,-2.7,0.7,-2,-3.8,-0.2,-3,-5.3,-0.7,-3.1,-6.4,0.2,-2.4,-4.3,-0.5,-1.8,-4.5,0.9,-2.8,-5.6,0,-2.2,-3.8,-0.6,-3,NA,NA,NA,-2.1,-3.5,-0.7,88,97,109,94,100,92,99,107,96,101,93,101,106,97,102,0%,40%,93%,29%,55%,10%,60%,100%,29%,74%,0%,47%,100%,21%,64%,10%,63%,100%,43%,69%,0%,3%,40%,7%,14%,0%,0%,13%,0%,5%,0%,0%,20%,7%,5%,0%,0%,33%,0%,12%,56,100%,0,0%,2,4%,0,0%,2,4%,1,2%,0,0%,0,0%
1,39560,811,2908,117935,4,5,Parkside Primary School,Western Road,,,Goole,DN14 6RQ,0140 5763634,0,,,CY,0,Does not apply,03-Nov,R,0,0,531,60,60,29,31,48%,52%,15.3,4,7%,42,72%,12,21%,2,3%,13,22%,47,78%,6,10%,58,97%,1,2%,52%,3%,0.2,-1.4,1.8,95%,0.3,-1.3,1.9,97%,-1.8,-3.2,-0.4,95%,68%,13%,2%,102,62%,10%,2%,102,60%,8%,2%,101,75%,8%,20%,0%,82%,0%,77%,0%,70%,0%,48%,55%,SUPP,48%,92%,46%,53%,-14,17%,52%,3%,3%,SUPP,0%,17%,0%,4%,-7,0%,3%,-1,-3.4,1.4,1.3,-0.9,3.5,SUPP,SUPP,SUPP,0.8,-1.1,2.7,1.3,-2.4,5,-1.6,-5.2,2,0.7,-1.1,2.5,-1.9,SUPP,SUPP,SUPP,0.4,-1.3,2.1,-0.9,-3.3,1.5,1.4,-0.8,3.6,SUPP,SUPP,SUPP,0.7,-1.2,2.6,0.6,-3,4.2,-2.4,-6,1.2,1.1,-0.7,2.9,-2.5,SUPP,SUPP,SUPP,0.5,-1.1,2.1,-1.4,-3.4,0.6,-2.1,-4,-0.2,SUPP,SUPP,SUPP,-1.4,-3,0.2,-0.6,-3.8,2.6,-3.5,-6.5,-0.5,-1.3,-2.9,0.3,-3.7,SUPP,SUPP,SUPP,-1.7,-3.1,-0.3,SUPP,101,109,101,103,SUPP,100,107,99,101,SUPP,101,110,100,103,SUPP,71%,92%,62%,70%,SUPP,62%,92%,46%,66%,SUPP,60%,92%,54%,62%,SUPP,79%,100%,54%,81%,SUPP,2%,58%,8%,15%,SUPP,2%,42%,15%,9%,SUPP,0%,42%,8%,9%,SUPP,2%,33%,0%,11%,54,90%,0,0%,11,18%,0,0%,11,18%,1,2%,0,0%,0,0%
1,28590,811,2909,117936,10,8,Kingsway Primary School,Fountayne Street,,,Goole,DN14 5HQ,0140 5763716,0,,,CY,0,Does not apply,03-Nov,,0,0,492,55,53,25,28,47%,53%,15.3,9,19%,26,54%,13,27%,5,9%,22,42%,31,58%,13,25%,49,92%,1,2%,38%,2%,-3.5,-5.3,-1.7,87%,1.6,-0.2,3.4,89%,-1.8,-3.3,-0.3,89%,42%,4%,2%,98,51%,15%,2%,101,60%,6%,2%,100,72%,15%,23%,4%,83%,2%,72%,4%,79%,2%,28%,46%,22%,27%,85%,32%,42%,-28,38%,39%,0%,4%,0%,0%,8%,0%,3%,-7,0%,2%,-5.8,-8.5,-3.1,-1.5,-4,1,0.1,-4.2,4.4,-4.7,-7.2,-2.2,-3.4,-6.8,0,-5.4,-8.1,-2.7,-1.9,-4.4,0.6,-5.7,4.3,-0.3,8.9,-3.5,-5.4,-1.6,-0.3,-2.9,2.3,3.4,0.9,5.9,3,-1.1,7.1,0.9,-1.6,3.4,2.1,-1.3,5.5,0.3,-2.3,2.9,2.8,0.3,5.3,0.2,7.2,2.5,11.9,1.4,-0.5,3.3,-1.9,-4.1,0.3,-1.6,-3.7,0.5,0.1,-3.4,3.6,-2.4,-4.5,-0.3,-1.8,-4.7,1.1,-4.2,-6.4,-2,0.4,-1.7,2.5,-4.4,5.6,1.6,9.6,-1.6,-3.2,0,92,97,105,96,99,94,100,106,97,102,93,100,109,99,103,22%,35%,85%,32%,48%,22%,46%,92%,41%,58%,33%,50%,100%,45%,71%,22%,81%,100%,68%,74%,0%,0%,15%,5%,3%,0%,4%,54%,5%,23%,0%,4%,15%,0%,10%,0%,4%,54%,9%,19%,40,75%,0,0%,8,15%,1,2%,8,15%,0,0%,0,0%,0,0%
1,32824,811,2910,117937,4,4,Marshlands Primary School,Hall Road,Old Goole,,Goole,DN14 5UE,0140 5765094,0,,,CY,0,Does not apply,03-Nov,,0,0,262,26,25,12,13,48%,52%,15.9,0,0%,20,80%,5,20%,0,0%,14,56%,11,44%,2,8%,24,96%,0,0%,44%,4%,-4.2,-6.7,-1.7,100%,2.6,0.1,5.1,100%,-2.6,-4.7,-0.5,100%,48%,8%,0%,98,64%,16%,0%,102,56%,12%,0%,100,80%,36%,20%,0%,88%,0%,92%,0%,80%,0%,75%,15%,,30%,SUPP,29%,64%,-31,SUPP,42%,8%,0%,,0%,SUPP,0%,9%,-7,SUPP,4%,-1.1,-4.7,2.5,-7,-10.4,-3.6,NA,NA,NA,-5.6,-8.4,-2.8,SUPP,SUPP,SUPP,-5.5,-8.8,-2.2,-2.6,-6.3,1.1,-5.8,SUPP,SUPP,SUPP,-4.4,-6.9,-1.9,3.6,0,7.2,1.6,-1.8,5,NA,NA,NA,1.3,-1.5,4.1,SUPP,SUPP,SUPP,1.5,-1.8,4.8,3.9,0.2,7.6,1.4,SUPP,SUPP,SUPP,2.2,-0.3,4.7,0.2,-2.8,3.2,-5.3,-8.2,-2.4,NA,NA,NA,-3.5,-5.8,-1.2,SUPP,SUPP,SUPP,-2.8,-5.6,0,-2.4,-5.6,0.8,-3,SUPP,SUPP,SUPP,-2.8,-4.9,-0.7,,96,SUPP,97,101,,98,SUPP,100,101,,101,SUPP,102,102,,35%,SUPP,36%,64%,,55%,SUPP,64%,64%,,45%,SUPP,43%,73%,,75%,SUPP,79%,82%,,0%,SUPP,0%,18%,,10%,SUPP,14%,18%,,0%,SUPP,14%,9%,,20%,SUPP,21%,55%,23,92%,0,0%,4,16%,0,0%,4,16%,0,0%,0,0%,0,0%
1,42578,811,2912,117939,3,1,Reedness Primary School,Reedness,,,Goole,DN14 8HG,0140 5704264,0,,,CY,0,Does not apply,03-Nov,,0,0,43,3,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,,SUPP,,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,610,811,2913,117940,4,5,Airmyn Park Primary School,Percy Drive,Airmyn,,Goole,DN14 8NZ,0140 5762086,0,,,CY,0,Does not apply,04-Nov,,0,0,112,16,16,8,8,50%,50%,16.8,0,0%,10,63%,6,38%,0,0%,1,6%,15,94%,1,6%,14,88%,0,0%,63%,6%,2.5,-0.6,5.6,100%,-0.6,-3.7,2.5,100%,-2,-4.6,0.6,100%,81%,44%,0%,107,81%,19%,0%,104,69%,6%,0%,102,88%,6%,13%,0%,88%,0%,94%,0%,88%,0%,63%,63%,,40%,100%,SUPP,SUPP,SUPP,SUPP,64%,0%,13%,,0%,17%,SUPP,SUPP,SUPP,SUPP,7%,-1,-5.3,3.3,5.9,1.6,10.2,NA,NA,NA,2.5,-1.4,6.4,2.3,-2.7,7.3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,-0.3,6.3,-0.9,-5.3,3.5,-0.3,-4.7,4.1,NA,NA,NA,-0.3,-4.2,3.6,-1.1,-6.1,3.9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,-0.1,-3.4,3.2,-2.2,-5.9,1.5,-1.8,-5.5,1.9,NA,NA,NA,-4.2,-7.5,-0.9,1.7,-2.6,6,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,-1.9,-4.7,0.9,,104,110,SUPP,SUPP,,98,109,SUPP,SUPP,,102,108,SUPP,SUPP,,70%,100%,SUPP,SUPP,,70%,100%,SUPP,SUPP,,50%,100%,SUPP,SUPP,,80%,100%,SUPP,SUPP,,30%,67%,SUPP,SUPP,,0%,50%,SUPP,SUPP,,0%,17%,SUPP,SUPP,,0%,17%,SUPP,SUPP,15,94%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%
1,6004,811,2914,117941,4,4,Boothferry Primary School,Newport Street,,,Goole,DN14 6TL,0140 5762151,0,,,CY,0,Does not apply,03-Nov,,0,0,375,46,45,20,25,44%,56%,14.4,12,28%,19,44%,12,28%,2,4%,11,24%,34,76%,15,33%,44,98%,1,2%,22%,0%,-4.5,-6.4,-2.6,96%,3,1.1,4.9,96%,-4.2,-5.8,-2.6,96%,40%,2%,0%,95,44%,7%,0%,99,31%,2%,0%,97,69%,22%,31%,0%,69%,0%,71%,0%,64%,0%,5%,36%,0%,16%,58%,0%,29%,-60,20%,23%,0%,0%,0%,0%,0%,0%,0%,-7,0%,0%,-3.4,-6.3,-0.5,-5.3,-7.8,-2.8,-3.9,-7.5,-0.3,-6.5,-9.3,-3.7,-1.9,-5.5,1.7,-5.7,-9.6,-1.8,-4.2,-6.3,-2.1,-6,-4.5,-7.9,-1.1,-4.5,-6.4,-2.6,1.9,-1,4.8,3.7,1.2,6.2,6.8,3.2,10.4,1,-1.8,3.8,2.3,-1.3,5.9,2.4,-1.5,6.3,3.2,1.1,5.3,2.3,5.5,2.1,8.9,3.2,1.3,5.1,-2,-4.5,0.5,-5.8,-7.9,-3.7,-0.4,-3.4,2.6,-5.8,-8.2,-3.4,-5.3,-8.3,-2.3,-3.5,-6.8,-0.2,-4.4,-6.2,-2.6,-3.7,-0.2,-3.1,2.7,-4.2,-5.8,-2.6,87,95,106,92,97,92,96,102,95,97,93,99,107,97,100,0%,32%,100%,18%,47%,8%,37%,100%,36%,47%,8%,32%,58%,9%,38%,42%,74%,100%,55%,74%,0%,0%,8%,0%,3%,0%,11%,8%,0%,9%,0%,0%,8%,0%,3%,0%,21%,50%,9%,26%,30,67%,0,0%,8,18%,0,0%,8,18%,1,2%,0,0%,0,0%
